Year_record,Interaction,Date,Troop,Observer,Time,GIVER,RECIPIENT,DOB_Recipient,DOB_Giver,Age_Giver,Age_Recipient,Month_record
2014,Grooming,11/07/2014,J,Alice,1899-12-31 11:01:02,Scpica,Scpfch,25/10/2011,NA,NA,32,7
2017,Grooming,20/08/2017,J,Katie,1899-12-31 09:17:40,Isrosh,Scpfch,25/10/2011,07/10/2015,22,69,8
2018,Grooming,14/09/2018,J,Charlotte,1899-12-31 07:48:23,Karial,Scpfch,25/10/2011,02/09/2013,60,82,9
2019,Grooming,21/04/2019,J,Harrison,1899-12-31 11:17:45,Amlimb,Scpfch,25/10/2011,23/07/2014,56,89,4
2019,Grooming,11/06/2019,J,Anna,1899-12-31 08:25:38,Trnsra,Scpfch,25/10/2011,04/12/2016,30,91,6
2014,Grooming,19/05/2014,J,Andy,1899-12-31 07:33:45,Ganeab,Scpfch,25/10/2011,NA,NA,30,5
2019,Grooming,28/04/2019,J,Jules,1899-12-31 17:24:10,ShRahe,Scpfch,25/10/2011,18/10/2010,102,90,4
2018,Grooming,09/09/2018,J,Jules,1899-12-31 18:22:47,Frwnre,Scpfch,25/10/2011,23/06/2006,146,82,9
2016,Grooming,17/07/2016,J,Molly,1899-12-31 11:08:23,Scpica,Scpfch,25/10/2011,NA,NA,56,7
2015,Grooming,09/09/2015,J,AJ,1899-12-31 06:51:00,Scpica,Scpfch,25/10/2011,NA,NA,46,9
2017,Grooming,26/06/2017,J,AJ,1899-12-31 12:59:38,Scpica,Scpfch,25/10/2011,NA,NA,68,6
2016,Grooming,26/07/2016,J,Molly,1899-12-31 12:57:00,ShRahe,Scpfch,25/10/2011,18/10/2010,69,57,7
2016,Grooming,20/08/2016,J,Dylan,1899-12-31 15:37:00,Anvont,Scpfch,25/10/2011,29/10/2013,33,57,8
2016,Grooming,12/07/2016,J,Dylan,1899-12-31 13:06:38,Scpica,Scpfch,25/10/2011,NA,NA,56,7
2018,Grooming,14/10/2018,J,Remi,1899-12-31 10:59:36,Karial,Scpfch,25/10/2011,02/09/2013,61,83,10
2019,Grooming,24/04/2019,J,Jules,1899-12-31 17:25:09,Karial,Scpfch,25/10/2011,02/09/2013,67,89,4
2015,Grooming,15/05/2015,J,Claudia,1899-12-31 09:08:38,Asovsi,Scpfch,25/10/2011,18/10/2010,54,42,5
2017,Grooming,28/06/2017,J,AJ,1899-12-31 12:14:14,Auenus,Scpfch,25/10/2011,06/12/2010,78,68,6
2014,Grooming,10/06/2014,J,AJ,1899-12-31 10:41:14,Doleoy,Scpfch,25/10/2011,01/06/2011,36,31,6
2018,Grooming,12/10/2018,J,Remi,1899-12-31 10:08:19,Doleoy,Setier,14/12/2012,01/06/2011,88,69,10
2018,Grooming,14/10/2018,J,Remi,1899-12-31 17:47:14,Karial,Setier,14/12/2012,02/09/2013,61,69,10
2017,Grooming,21/07/2017,J,Katie,1899-12-31 11:46:18,Auenus,Setier,14/12/2012,06/12/2010,79,55,7
2019,Grooming,03/05/2019,J,Jules,1899-12-31 12:47:32,Auenus,Setier,14/12/2012,06/12/2010,100,76,5
2018,Grooming,08/09/2018,J,Alice,1899-12-31 13:59:33,Kisain,Setier,14/12/2012,NA,NA,68,9
2017,Grooming,01/08/2017,J,AJ,1899-12-31 10:24:09,Yaraao,Setier,14/12/2012,16/04/2012,63,55,8
2019,Grooming,18/04/2019,J,Jules,1899-12-31 14:50:39,Molaog,Setier,14/12/2012,18/04/2017,23,76,4
2019,Grooming,13/06/2019,J,Harrison,1899-12-31 11:37:22,Harear,Setier,14/12/2012,NA,NA,77,6
2017,Grooming,21/07/2017,J,Katie,1899-12-31 09:23:28,Lukaus,Setier,14/12/2012,NA,NA,55,7
2016,Grooming,14/07/2016,J,Sarah,1899-12-31 16:47:56,Brlera,Setier,14/12/2012,NA,NA,42,7
2017,Grooming,21/08/2017,J,Axelle,1899-12-31 10:41:24,Auenus,Setier,14/12/2012,06/12/2010,80,56,8
2019,Grooming,12/06/2019,J,Tess,1899-12-31 08:46:24,ShRahe,Setier,14/12/2012,18/10/2010,103,77,6
2017,Grooming,25/07/2017,J,Katie,1899-12-31 10:51:24,Amlimb,Setier,14/12/2012,23/07/2014,36,55,7
2017,Grooming,12/08/2017,J,AJ,1899-12-31 08:24:10,Amlimb,Setier,14/12/2012,23/07/2014,36,55,8
2017,Grooming,24/07/2017,J,Katie,1899-12-31 11:13:27,Amlimb,Setier,14/12/2012,23/07/2014,36,55,7
2019,Grooming,26/06/2019,J,Anna,1899-12-31 08:22:14,Molaog,Setier,14/12/2012,18/04/2017,26,78,6
2019,Grooming,19/07/2019,J,Richard,1899-12-31 14:33:04,Ketsea,Setier,14/12/2012,31/01/2014,65,79,7
2019,Grooming,22/06/2019,J,Richard,1899-12-31 16:36:39,Molaog,Setier,14/12/2012,18/04/2017,26,78,6
2016,Grooming,06/07/2016,J,Elly,1899-12-31 16:27:30,Yaraao,Setier,14/12/2012,16/04/2012,50,42,7
2018,Grooming,09/09/2018,J,Jules,1899-12-31 16:55:12,Amlimb,Setier,14/12/2012,23/07/2014,49,68,9
2016,Grooming,13/08/2016,J,AJ,1899-12-31 07:23:44,Toenol,Setier,14/12/2012,05/08/2011,60,43,8
2017,Grooming,16/08/2017,J,Alice,1899-12-31 07:29:37,Harear,Setier,14/12/2012,NA,NA,56,8
2018,Grooming,14/10/2018,J,Remi,1899-12-31 10:14:30,Karial,Setier,14/12/2012,02/09/2013,61,69,10
2017,Grooming,11/07/2017,J,Alice,1899-12-31 11:33:02,Ethato,Setier,14/12/2012,15/12/2015,18,54,7
2019,Grooming,26/06/2019,J,Anna,1899-12-31 18:15:31,Zobaom,Setier,14/12/2012,23/03/2018,15,78,6
2018,Grooming,14/10/2018,J,Remi,1899-12-31 08:48:56,Karial,Setier,14/12/2012,02/09/2013,61,69,10
2016,Grooming,07/07/2016,J,AJ,1899-12-31 17:16:04,Okgoka,Setier,14/12/2012,05/09/2005,130,42,7
2014,Grooming,12/07/2014,J,Alice,1899-12-31 15:39:17,Nabiai,Setier,14/12/2012,NA,NA,18,7
2018,Grooming,29/09/2018,J,Alice,1899-12-31 08:15:20,Dinsic,Setier,14/12/2012,24/11/2008,118,69,9
2014,Grooming,15/06/2014,J,Alice,1899-12-31 16:03:01,Nabiai,Setier,14/12/2012,NA,NA,18,6
2016,Grooming,08/08/2016,J,AJ,1899-12-31 09:36:38,Bearea,Setier,14/12/2012,16/02/2013,41,43,8
2018,Grooming,24/10/2018,J,Vittoria,1899-12-31 08:12:17,Karial,Setier,14/12/2012,02/09/2013,61,70,10
2016,Grooming,14/07/2016,J,Lucy,1899-12-31 11:29:50,Muinuf,Setier,14/12/2012,14/10/2013,32,42,7
2017,Grooming,16/08/2017,J,Alice,1899-12-31 10:01:30,Auenus,Setier,14/12/2012,06/12/2010,80,56,8
2019,Grooming,08/06/2019,J,Anna,1899-12-31 18:30:16,Cohooe,Setier,14/12/2012,06/05/2015,49,77,6
2016,Grooming,11/08/2016,J,AJ,1899-12-31 09:10:31,Toenol,Setier,14/12/2012,05/08/2011,60,43,8
2016,Grooming,14/08/2016,J,Sarah,1899-12-31 10:11:14,Dinsic,Setier,14/12/2012,24/11/2008,92,43,8
2016,Grooming,20/08/2016,J,Dylan,1899-12-31 15:29:34,Hueyux,Setier,14/12/2012,24/07/2010,72,44,8
2018,Grooming,19/10/2018,J,Remi,1899-12-31 09:46:00,Setier,Setier,14/12/2012,14/12/2012,70,70,10
2016,Grooming,05/07/2016,J,AJ,1899-12-31 12:58:17,Toenol,Setier,14/12/2012,05/08/2011,59,42,7
2016,Grooming,12/07/2016,J,Zoe,1899-12-31 17:24:34,Hueyux,Setier,14/12/2012,24/07/2010,71,42,7
2016,Grooming,08/08/2016,J,AJ,1899-12-31 13:20:04,Muinuf,Setier,14/12/2012,14/10/2013,33,43,8
2016,Grooming,14/08/2016,J,Claudia,1899-12-31 10:48:51,Doleoy,Setier,14/12/2012,01/06/2011,62,43,8
2017,Grooming,27/07/2017,J,AJ,1899-12-31 07:42:04,Auenus,Setier,14/12/2012,06/12/2010,79,55,7
2016,Grooming,10/08/2016,J,Dylan,1899-12-31 07:42:15,Clrale,Setier,14/12/2012,10/04/2015,16,43,8
2018,Grooming,20/10/2018,J,Vittoria,1899-12-31 08:09:14,Kalaam,Setier,14/12/2012,NA,NA,70,10
2019,Grooming,25/07/2019,J,Ndapandula,1899-12-31 18:04:16,ShRahe,Setier,14/12/2012,18/10/2010,105,79,7
2014,Grooming,25/06/2014,J,Alice,1899-12-31 15:00:30,Nabiai,Setier,14/12/2012,NA,NA,18,6
2017,Grooming,20/07/2017,J,Axelle,1899-12-31 13:19:24,Auenus,Setier,14/12/2012,06/12/2010,79,55,7
2019,Grooming,26/06/2019,J,Anna,1899-12-31 17:44:36,Byonyr,Setier,14/12/2012,20/11/2014,55,78,6
2016,Grooming,07/07/2016,J,AJ,1899-12-31 16:50:23,Takaan,Setier,14/12/2012,30/03/2015,15,42,7
2018,Grooming,14/10/2018,J,Remi,1899-12-31 11:23:56,Karial,Setier,14/12/2012,02/09/2013,61,69,10
2019,Grooming,24/04/2019,J,Harrison,1899-12-31 13:29:12,Lukaus,Setier,14/12/2012,NA,NA,76,4
2017,Grooming,25/08/2017,J,AJ,1899-12-31 08:16:27,Harear,Setier,14/12/2012,NA,NA,56,8
2019,Grooming,24/04/2019,J,Tess,1899-12-31 11:41:06,Lukaus,Setier,14/12/2012,NA,NA,76,4
2016,Grooming,11/07/2016,J,Lucy,1899-12-31 11:32:24,Takaan,Setier,14/12/2012,30/03/2015,15,42,7
2019,Grooming,19/07/2019,J,Richard,1899-12-31 18:08:45,Ludaua,Setier,14/12/2012,30/11/2013,67,79,7
2018,Grooming,26/10/2018,J,Chloe,1899-12-31 14:28:04,Amlimb,Setier,14/12/2012,23/07/2014,51,70,10
2019,Grooming,08/06/2019,J,Tess,1899-12-31 18:22:26,Mzzuzu,Setier,14/12/2012,15/05/2017,24,77,6
2019,Grooming,20/07/2019,J,Jules,1899-12-31 13:58:29,Molaog,Setier,14/12/2012,18/04/2017,27,79,7
2014,Grooming,28/05/2014,J,Alice,1899-12-31 08:36:02,Nabiai,Setier,14/12/2012,NA,NA,17,5
2014,Grooming,06/07/2014,J,Alice,1899-12-31 14:56:43,Nabiai,Setier,14/12/2012,NA,NA,18,7
2017,Grooming,30/07/2017,J,Katie,1899-12-31 17:00:06,Auenus,Setier,14/12/2012,06/12/2010,79,55,7
2019,Grooming,06/05/2019,J,Jules,1899-12-31 07:20:57,Ethato,Setier,14/12/2012,15/12/2015,40,76,5
2016,Grooming,07/07/2016,J,Zoe,1899-12-31 15:43:24,Bearea,Setier,14/12/2012,16/02/2013,40,42,7
2017,Grooming,22/07/2017,J,Debbie,1899-12-31 14:08:39,Auenus,Setier,14/12/2012,06/12/2010,79,55,7
2018,Grooming,29/09/2018,J,Alice,1899-12-31 15:00:44,Amlimb,Setier,14/12/2012,23/07/2014,50,69,9
2016,Grooming,07/07/2016,J,AJ,1899-12-31 17:15:53,Clrale,Setier,14/12/2012,10/04/2015,14,42,7
2018,Grooming,14/10/2018,J,Remi,1899-12-31 08:01:13,Karial,Setier,14/12/2012,02/09/2013,61,69,10
2017,Grooming,09/07/2017,J,AJ,1899-12-31 07:45:56,Amlimb,Setier,14/12/2012,23/07/2014,35,54,7
2017,Grooming,22/08/2017,J,Alice,1899-12-31 08:59:29,Auenus,Setier,14/12/2012,06/12/2010,80,56,8
2016,Grooming,14/08/2016,J,Claudia,1899-12-31 16:52:00,Clrale,Setier,14/12/2012,10/04/2015,16,43,8
2016,Grooming,13/08/2016,J,AJ,1899-12-31 09:41:12,Doleoy,Setier,14/12/2012,01/06/2011,62,43,8
2016,Grooming,16/07/2016,J,Molly,1899-12-31 11:25:01,ShRahe,Setier,14/12/2012,18/10/2010,68,43,7
2017,Grooming,26/06/2017,J,Debbie,1899-12-31 16:01:04,Mosaom,Setier,14/12/2012,13/02/2014,40,54,6
2017,Grooming,23/07/2017,J,Christine,1899-12-31 09:27:56,Auenus,Setier,14/12/2012,06/12/2010,79,55,7
2019,Grooming,17/07/2019,J,Anna,1899-12-31 08:53:57,Muinuf,Setier,14/12/2012,14/10/2013,69,79,7
2019,Grooming,31/05/2019,J,Anna,1899-12-31 18:06:23,Caviap,Setier,14/12/2012,05/04/2017,25,77,5
2016,Grooming,05/07/2016,J,AJ,1899-12-31 13:55:55,Clrale,Setier,14/12/2012,10/04/2015,14,42,7
2017,Grooming,09/07/2017,J,AJ,1899-12-31 08:03:17,Ethato,Setier,14/12/2012,15/12/2015,18,54,7
2014,Grooming,28/05/2014,J,Alice,1899-12-31 17:21:18,Nabiai,Setier,14/12/2012,NA,NA,17,5
2019,Grooming,28/05/2019,J,Harrison,1899-12-31 09:49:22,Muinuf,Setier,14/12/2012,14/10/2013,67,77,5
2019,Grooming,19/06/2019,J,Richard,1899-12-31 17:57:30,Auenus,Setier,14/12/2012,06/12/2010,102,78,6
2017,Grooming,31/07/2017,J,Christine,1899-12-31 07:12:18,Amlimb,Setier,14/12/2012,23/07/2014,36,55,7
2019,Grooming,14/06/2019,J,Anna,1899-12-31 14:01:34,Zobaom,Setier,14/12/2012,23/03/2018,14,77,6
2018,Grooming,01/11/2018,J,Nick,1899-12-31 14:42:43,Frwnre,Setier,14/12/2012,23/06/2006,148,70,11
2016,Grooming,30/07/2016,J,AJ,1899-12-31 15:49:00,Karial,Sesseu,15/09/2015,02/09/2013,34,10,7
2019,Grooming,25/04/2019,J,Richard,1899-12-31 09:53:34,Harear,Sesseu,15/09/2015,NA,NA,43,4
2017,Grooming,05/08/2017,J,Katie,1899-12-31 08:17:26,JKJKK,Sesseu,15/09/2015,15/10/2008,105,22,8
2018,Grooming,11/10/2018,J,Vittoria,1899-12-31 10:10:15,Hoonou,Sesseu,15/09/2015,15/09/2015,36,36,10
2016,Grooming,30/07/2016,J,AJ,1899-12-31 10:44:52,Okgoka,Sesseu,15/09/2015,05/09/2005,130,10,7
2016,Grooming,10/08/2016,J,AJ,1899-12-31 15:42:16,JKJKK,Sesseu,15/09/2015,15/10/2008,93,10,8
2018,Grooming,25/09/2018,J,Vittoria,1899-12-31 14:50:36,JKJKK,Sesseu,15/09/2015,15/10/2008,119,36,9
2016,Grooming,08/08/2016,J,AJ,1899-12-31 17:20:26,JKJKK,Sesseu,15/09/2015,15/10/2008,93,10,8
2019,Grooming,19/05/2019,J,Tess,1899-12-31 17:43:31,Cohooe,Sesseu,15/09/2015,06/05/2015,48,44,5
2017,Grooming,09/08/2017,J,Christine,1899-12-31 09:50:24,JKJKK,Sesseu,15/09/2015,15/10/2008,105,22,8
2016,Grooming,18/07/2016,J,Dylan,1899-12-31 07:02:34,Karial,Sesseu,15/09/2015,02/09/2013,34,10,7
2018,Grooming,24/11/2018,J,Jules,1899-12-31 16:29:50,JKJKK,Sesseu,15/09/2015,15/10/2008,121,38,11
2017,Grooming,24/06/2017,J,Alice,1899-12-31 13:10:44,Clrale,Sesseu,15/09/2015,10/04/2015,26,21,6
2018,Grooming,03/10/2018,J,Remi,1899-12-31 17:16:51,JKJKK,Sesseu,15/09/2015,15/10/2008,119,36,10
2019,Grooming,15/05/2019,J,Tess,1899-12-31 09:20:09,Byonyr,Sesseu,15/09/2015,20/11/2014,53,43,5
2017,Grooming,21/08/2017,J,Katie,1899-12-31 08:10:05,Harear,Sesseu,15/09/2015,NA,NA,23,8
2018,Grooming,19/10/2018,J,Jules,1899-12-31 19:12:45,Mokaou,Sesseu,15/09/2015,26/07/2016,26,37,10
2016,Grooming,09/07/2016,J,Sarah,1899-12-31 06:43:21,Okgoka,Sesseu,15/09/2015,05/09/2005,130,9,7
2016,Grooming,11/08/2016,J,Zoe,1899-12-31 13:54:44,JKJKK,Sesseu,15/09/2015,15/10/2008,93,10,8
2019,Grooming,28/04/2019,J,Jules,1899-12-31 18:27:59,Clrale,Sesseu,15/09/2015,10/04/2015,48,43,4
2016,Grooming,20/08/2016,J,Dylan,1899-12-31 11:10:13,JKJKK,Sesseu,15/09/2015,15/10/2008,94,11,8
2016,Grooming,08/08/2016,J,AJ,1899-12-31 08:48:31,JKJKK,Sesseu,15/09/2015,15/10/2008,93,10,8
2019,Grooming,23/06/2019,J,Richard,1899-12-31 14:29:48,Clrale,Sesseu,15/09/2015,10/04/2015,50,45,6
2016,Grooming,01/08/2016,J,AJ,1899-12-31 17:50:44,Okgoka,Sesseu,15/09/2015,05/09/2005,130,10,8
2018,Grooming,02/12/2018,J,Jules,1899-12-31 06:57:36,JKJKK,Sesseu,15/09/2015,15/10/2008,121,38,12
2019,Grooming,25/07/2019,J,Ndapandula,1899-12-31 18:09:47,JKJKK,Sesseu,15/09/2015,15/10/2008,129,46,7
2016,Grooming,08/07/2016,J,Lucy,1899-12-31 07:49:53,JKJKK,Sesseu,15/09/2015,15/10/2008,92,9,7
2018,Grooming,24/10/2018,J,Remi,1899-12-31 15:52:19,JKJKK,Sesseu,15/09/2015,15/10/2008,120,37,10
2019,Grooming,18/07/2019,J,Ndapandula,1899-12-31 14:37:49,Mosaom,Sesseu,15/09/2015,13/02/2014,65,46,7
2019,Grooming,28/04/2019,J,Jules,1899-12-31 13:11:30,Mosaom,Sesseu,15/09/2015,13/02/2014,62,43,4
2017,Grooming,27/07/2017,J,Alice,1899-12-31 16:33:17,JKJKK,Sesseu,15/09/2015,15/10/2008,105,22,7
2019,Grooming,21/04/2019,J,Harrison,1899-12-31 14:15:22,Mokaou,Sesseu,15/09/2015,26/07/2016,32,43,4
2019,Grooming,20/07/2019,J,Anna,1899-12-31 12:38:01,Cohooe,Sesseu,15/09/2015,06/05/2015,50,46,7
2018,Grooming,20/09/2018,J,Jules,1899-12-31 09:15:39,JKJKK,Sesseu,15/09/2015,15/10/2008,119,36,9
2019,Grooming,16/07/2019,J,Rachel,1899-12-31 10:23:31,Byonyr,Sesseu,15/09/2015,20/11/2014,55,45,7
2018,Grooming,27/10/2018,J,Vittoria,1899-12-31 18:11:13,JKJKK,Sesseu,15/09/2015,15/10/2008,120,37,10
2018,Grooming,19/10/2018,J,Remi,1899-12-31 16:59:47,JKJKK,Sesseu,15/09/2015,15/10/2008,120,37,10
2017,Grooming,28/06/2017,J,AJ,1899-12-31 10:03:26,Karial,Sesseu,15/09/2015,02/09/2013,45,21,6
2019,Grooming,05/05/2019,J,Harrison,1899-12-31 10:47:59,Harear,Sesseu,15/09/2015,NA,NA,43,5
2016,Grooming,12/08/2016,J,Zoe,1899-12-31 10:57:56,Mosaom,Sesseu,15/09/2015,13/02/2014,29,10,8
2017,Grooming,22/08/2017,J,Alice,1899-12-31 11:38:05,JKJKK,Sesseu,15/09/2015,15/10/2008,106,23,8
2016,Grooming,08/07/2016,J,Sarah,1899-12-31 14:44:13,JKJKK,Sesseu,15/09/2015,15/10/2008,92,9,7
2017,Grooming,11/07/2017,J,AJ,1899-12-31 11:14:32,JKJKK,Sesseu,15/09/2015,15/10/2008,104,21,7
2019,Grooming,24/07/2019,J,Jules,1899-12-31 16:22:45,Takaan,Sesseu,15/09/2015,30/03/2015,51,46,7
2018,Grooming,29/11/2018,J,Jules,1899-12-31 16:04:50,JKJKK,Sesseu,15/09/2015,15/10/2008,121,38,11
2016,Grooming,14/07/2016,J,Sarah,1899-12-31 15:24:53,Karial,Sesseu,15/09/2015,02/09/2013,34,9,7
2019,Grooming,02/05/2019,J,Richard,1899-12-31 11:41:01,Clrale,Sesseu,15/09/2015,10/04/2015,48,43,5
2017,Grooming,08/07/2017,J,Alice,1899-12-31 13:41:54,JKJKK,Sesseu,15/09/2015,15/10/2008,104,21,7
2016,Grooming,07/07/2016,J,AJ,1899-12-31 15:46:12,JKJKK,Sesseu,15/09/2015,15/10/2008,92,9,7
2017,Grooming,28/06/2017,J,AJ,1899-12-31 10:03:15,Clrale,Sesseu,15/09/2015,10/04/2015,26,21,6
2018,Grooming,24/10/2018,J,Remi,1899-12-31 08:43:45,JKJKK,Sesseu,15/09/2015,15/10/2008,120,37,10
2018,Grooming,02/12/2018,J,Jules,1899-12-31 18:31:39,JKJKK,Sesseu,15/09/2015,15/10/2008,121,38,12
2019,Grooming,21/04/2019,J,Tess,1899-12-31 09:27:02,Ketsea,Sesseu,15/09/2015,31/01/2014,62,43,4
2016,Grooming,01/08/2016,J,AJ,1899-12-31 06:49:51,Karial,Sesseu,15/09/2015,02/09/2013,34,10,8
2016,Grooming,13/08/2016,J,AJ,1899-12-31 09:33:53,Karial,Sesseu,15/09/2015,02/09/2013,35,10,8
2018,Grooming,02/12/2018,J,Vittoria,1899-12-31 18:43:41,JKJKK,Sesseu,15/09/2015,15/10/2008,121,38,12
2016,Grooming,05/08/2016,J,Dylan,1899-12-31 07:14:56,Doleoy,Sesseu,15/09/2015,01/06/2011,62,10,8
2016,Grooming,05/07/2016,J,AJ,1899-12-31 15:02:28,JKJKK,Sesseu,15/09/2015,15/10/2008,92,9,7
2016,Grooming,04/07/2016,J,Lucy,1899-12-31 13:43:37,Karial,Sesseu,15/09/2015,02/09/2013,34,9,7
2017,Grooming,11/07/2017,J,Alice,1899-12-31 15:22:37,JKJKK,Sesseu,15/09/2015,15/10/2008,104,21,7
2017,Grooming,17/06/2017,J,AJ,1899-12-31 10:32:34,JKJKK,Sesseu,15/09/2015,15/10/2008,104,21,6
2016,Grooming,13/07/2016,J,Zoe,1899-12-31 17:15:51,JKJKK,Sesseu,15/09/2015,15/10/2008,92,9,7
2017,Grooming,05/08/2017,J,Katie,1899-12-31 10:22:05,JKJKK,Sesseu,15/09/2015,15/10/2008,105,22,8
2019,Grooming,17/07/2019,J,Anna,1899-12-31 08:50:58,Cohooe,Sesseu,15/09/2015,06/05/2015,50,46,7
2019,Grooming,21/07/2019,J,Jules,1899-12-31 08:37:49,Kaguas,Sesseu,15/09/2015,10/07/2017,24,46,7
2019,Grooming,24/06/2019,J,Ndapandula,1899-12-31 10:39:44,Mosaom,Sesseu,15/09/2015,13/02/2014,64,45,6
2017,Grooming,13/08/2017,J,AJ,1899-12-31 08:45:57,JKJKK,Sesseu,15/09/2015,15/10/2008,105,22,8
2018,Grooming,15/09/2018,J,Jules,1899-12-31 10:49:06,JKJKK,Sesseu,15/09/2015,15/10/2008,118,36,9
2019,Grooming,22/06/2019,J,Richard,1899-12-31 17:52:42,Mosaom,Sesseu,15/09/2015,13/02/2014,64,45,6
2018,Grooming,29/09/2018,J,Alice,1899-12-31 12:24:21,JKJKK,Sesseu,15/09/2015,15/10/2008,119,36,9
2019,Grooming,01/05/2019,J,Anna,1899-12-31 18:39:38,Clrale,Sesseu,15/09/2015,10/04/2015,48,43,5
2019,Grooming,05/05/2019,J,Tess,1899-12-31 10:29:56,Molaog,Sesseu,15/09/2015,18/04/2017,24,43,5
2017,Grooming,25/08/2017,J,Alice,1899-12-31 11:53:42,JKJKK,Sesseu,15/09/2015,15/10/2008,106,23,8
2018,Grooming,04/11/2018,J,Charlotte,1899-12-31 15:05:02,JKJKK,Sesseu,15/09/2015,15/10/2008,120,37,11
2019,Grooming,12/07/2019,J,Tess,1899-12-31 16:23:15,Hoonou,Sesseu,15/09/2015,15/09/2015,45,45,7
2019,Grooming,21/06/2019,J,Tess,1899-12-31 16:00:58,Clrale,Sesseu,15/09/2015,10/04/2015,50,45,6
2017,Grooming,18/06/2017,J,AJ,1899-12-31 07:33:39,JKJKK,Sesseu,15/09/2015,15/10/2008,104,21,6
2016,Grooming,12/08/2016,J,Zoe,1899-12-31 10:57:22,Auenus,Sesseu,15/09/2015,06/12/2010,68,10,8
2018,Grooming,07/10/2018,J,Nick,1899-12-31 08:07:00,JKJKK,Sesseu,15/09/2015,15/10/2008,119,36,10
2019,Grooming,18/04/2019,J,Jules,1899-12-31 11:04:56,JKJKK,Sesseu,15/09/2015,15/10/2008,126,43,4
2018,Grooming,03/10/2018,J,Remi,1899-12-31 07:33:06,JKJKK,Sesseu,15/09/2015,15/10/2008,119,36,10
2017,Grooming,25/07/2017,J,Katie,1899-12-31 15:51:55,Karial,Sesseu,15/09/2015,02/09/2013,46,22,7
2017,Grooming,26/06/2017,J,AJ,1899-12-31 13:07:06,JKJKK,Sesseu,15/09/2015,15/10/2008,104,21,6
2016,Grooming,06/07/2016,J,Elly,1899-12-31 11:39:53,JKJKK,Sesseu,15/09/2015,15/10/2008,92,9,7
2018,Grooming,21/10/2018,J,Remi,1899-12-31 16:54:30,Xenaen,Sesseu,15/09/2015,17/10/2014,48,37,10
2016,Grooming,05/07/2016,J,AJ,1899-12-31 13:59:34,JKJKK,Sesseu,15/09/2015,15/10/2008,92,9,7
2019,Grooming,11/07/2019,J,Jules,1899-12-31 14:27:39,Xenaen,Sesseu,15/09/2015,17/10/2014,56,45,7
2018,Grooming,01/12/2018,J,Charlotte,1899-12-31 15:01:19,JKJKK,Sesseu,15/09/2015,15/10/2008,121,38,12
2016,Grooming,20/08/2016,J,Dylan,1899-12-31 07:01:47,Fildit,Sesseu,15/09/2015,18/10/2010,70,11,8
2015,Grooming,06/09/2015,J,AJ,1899-12-31 10:52:30,Auenus,Sheyhe,03/07/2010,06/12/2010,57,62,9
2015,Grooming,10/08/2015,J,Carolyn,1899-12-31 11:53:35,Brtero,Sheyhe,03/07/2010,28/04/2009,75,61,8
2014,Grooming,07/07/2014,J,Andy,1899-12-31 12:45:20,JKJKK,Sheyhe,03/07/2010,15/10/2008,68,48,7
2015,Grooming,04/07/2015,J,AJ,1899-12-31 13:00:22,Brtero,Sheyhe,03/07/2010,28/04/2009,74,60,7
2014,Grooming,28/06/2014,J,Miquel,1899-12-31 13:29:22,Lomeom,Sheyhe,03/07/2010,NA,NA,47,6
2015,Grooming,18/08/2015,J,Charmaine,1899-12-31 07:13:00,Lukaus,Sheyhe,03/07/2010,NA,NA,61,8
2015,Grooming,18/08/2015,J,Charmaine,1899-12-31 07:13:06,Auenus,Sheyhe,03/07/2010,06/12/2010,56,61,8
2015,Grooming,02/08/2015,J,Claudia,1899-12-31 13:11:25,Harear,Sheyhe,03/07/2010,NA,NA,60,8
2014,Grooming,11/06/2014,J,Miquel,1899-12-31 11:48:33,Lomeom,Sheyhe,03/07/2010,NA,NA,47,6
2015,Grooming,27/05/2015,J,Roxie,1899-12-31 13:32:39,Mbmeba,Sheyhe,03/07/2010,NA,NA,58,5
2014,Grooming,04/06/2014,J,Miquel,1899-12-31 08:23:49,Tooyol,Sheyhe,03/07/2010,17/03/2011,38,47,6
2014,Grooming,18/06/2014,J,Nacho,1899-12-31 16:13:23,ShRahe,Sheyhe,03/07/2010,18/10/2010,43,47,6
2015,Grooming,01/07/2015,J,Charmaine,1899-12-31 13:17:58,Lomeom,Sheyhe,03/07/2010,NA,NA,59,7
2015,Grooming,26/08/2015,J,Charmaine,1899-12-31 09:44:56,Mbmeba,Sheyhe,03/07/2010,NA,NA,61,8
2014,Grooming,22/06/2014,J,AJ,1899-12-31 12:41:44,Mbmeba,Sheyhe,03/07/2010,NA,NA,47,6
2015,Grooming,27/06/2015,J,AJ,1899-12-31 12:45:54,Fildit,Sheyhe,03/07/2010,18/10/2010,56,59,6
2014,Grooming,08/06/2014,J,AJ,1899-12-31 12:05:46,Joceoy,Sheyhe,03/07/2010,25/01/2011,40,47,6
2015,Grooming,03/07/2015,J,Claudia,1899-12-31 15:19:51,Nieyia,Sheyhe,03/07/2010,NA,NA,59,7
2015,Grooming,28/05/2015,J,JoshF,1899-12-31 16:41:02,Lukaus,Sheyhe,03/07/2010,NA,NA,58,5
2014,Grooming,07/06/2014,J,Miquel,1899-12-31 14:10:36,Toenol,Sheyhe,03/07/2010,05/08/2011,34,47,6
2014,Grooming,28/06/2014,J,Miquel,1899-12-31 09:32:34,Lileib,Sheyhe,03/07/2010,NA,NA,47,6
